n,actual_count,expected_count,error
524002,38624,35810.673310338054,2813.326689661946
525002,38691,35874.36857868256,2816.631421317441
526002,38748,35938.05619984579,2809.9438001542076
527002,38799,36001.73619017552,2797.263809824479
528002,38868,36065.40856595335,2802.591434046648
529002,38938,36129.07334339522,2808.926656604781
530002,39007,36192.73053865171,2814.269461348289
531002,39070,36256.38016780852,2813.619832191478
532002,39143,36320.02224688677,2822.9777531132277
533002,39206,36383.656791843394,2822.343208156606
534002,39273,36447.28381857156,2825.716181428441
535002,39350,36510.90334290098,2839.0966570990204
536002,39428,36574.51538059835,2853.48461940165
537002,39474,36638.119947367704,2835.8800526322957
538002,39560,36701.7170588507,2858.2829411493003
539002,39623,36765.30673062711,2857.6932693728886
540002,39698,36828.88897821509,2869.1110217849127
541002,39777,36892.463817071555,2884.5361829284448
542002,39843,36956.03126259258,2886.96873740742
543002,39901,37019.591330113646,2881.408669886354
544002,39964,37083.144034910125,2880.855965089875
545002,40028,37146.68939219753,2881.310607802472
546002,40110,37210.2274171319,2899.7725828680996
547002,40195,37273.75812481012,2921.2418751898804
548002,40270,37337.28153027027,2932.718469729727
549002,40332,37400.79764849197,2931.202351508029
550002,40392,37464.306494396704,2927.693505603296
551002,40458,37527.80808284815,2930.191917151853
552002,40527,37591.3024286525,2935.6975713474967
553002,40610,37654.78954655882,2955.2104534411774
554002,40673,37718.269451259344,2954.7305487406556
555002,40746,37781.7421573898,2964.2578426101973
556002,40836,37845.207679529725,2990.7923204702747
557002,40896,37908.666032202826,2987.3339677971744
558002,40975,37972.11722987718,3002.882770122822
559002,41041,38035.56128696571,3005.4387130342875
560002,41095,38098.99821782635,2996.0017821736474
561002,41156,38162.428036762445,2993.571963237555
562002,41233,38225.85075802301,3007.149241976993
563002,41290,38289.266395803046,3000.733604196954
564002,41366,38352.6749642438,3013.325035756199
565002,41438,38416.0764774332,3021.9235225668017
566002,41510,38479.47094940593,3030.529050594072
567002,41582,38542.858394143936,3039.1416058560644
568002,41656,38606.238825576635,3049.7611744233654
569002,41727,38669.61225758113,3057.3877424188686
570002,41782,38732.978703982604,3049.021296017396
571002,41838,38796.338178554615,3041.6618214453847
572002,41902,38859.69069501928,3042.309304980721
573002,41959,38923.03626704759,3035.963732952412
574002,42032,38986.37490825979,3045.6250917402067
575002,42099,39049.706632225505,3049.293367774495
576002,42173,39113.03145246413,3059.968547535871
577002,42233,39176.349382445034,3056.6506175549657
578002,42301,39239.66043558785,3061.3395644121483
579002,42376,39302.96462526281,3073.035374737192
580002,42441,39366.2619647909,3074.7380352090986
581002,42519,39429.55246744419,3089.4475325558087
582002,42604,39492.83614644611,3111.1638535538877
583002,42671,39556.11301497166,3114.886985028337
584002,42737,39619.38308614774,3117.61691385226
585002,42801,39682.64637305336,3118.353626946642
586002,42866,39745.902888719866,3120.0971112801344
587002,42921,39809.15264613129,3111.8473538687103
588002,42983,39872.39565822452,3110.604341775477
589002,43053,39935.63193788957,3117.3680621104286
590002,43139,39998.86149796987,3140.1385020301313
591002,43220,40062.08435126245,3157.9156487375512
592002,43300,40125.30051051824,3174.6994894817617
593002,43369,40188.50998844226,3180.49001155774
594002,43434,40251.71279769394,3182.2872023060627
595002,43501,40314.90895088729,3186.091049112707
596002,43566,40378.098460591165,3187.9015394088347
597002,43636,40441.28133932951,3194.7186606704927
598002,43700,40504.457599581554,3195.542400418446
599002,43767,40567.627253782135,3199.372746217865
600002,43840,40630.79031432183,3209.209685678172
601002,43896,40693.946793547235,3202.053206452765
602002,43970,40757.09670376123,3212.903296238772
603002,44013,40820.2400572231,3192.759942776902
604002,44071,40883.37686614889,3187.6231338511134
605002,44136,40946.50714271153,3189.4928572884673
606002,44212,41009.63089904114,3202.3691009588583
607002,44290,41072.74814722514,3217.2518527748616
608002,44356,41135.858899308594,3220.141100691406
609002,44430,41198.96316729436,3231.036832705642
610002,44497,41262.06096314329,3234.939036856711
611002,44552,41325.152298774505,3226.8477012254953
612002,44619,41388.23718606558,3230.7628139344233
613002,44689,41451.31563685275,3237.684363147251
614002,44747,41514.38766293112,3232.61233706888
615002,44820,41577.45327605489,3242.54672394511
616002,44896,41640.51248793753,3255.487512062471
617002,44936,41703.56531025207,3232.4346897479336
618002,44989,41766.6117546312,3222.3882453687984
619002,45059,41829.65183266753,3229.3481673324713
